X_pos,X_neg,Y_pos,Y_neg,Z_pos,Z_neg,Rot_pos,Rot_neg,Finish
18.1,6.649,1.3449,24.0,20.2,23.24,666.0,363.02,13.9
18.1,6.794,1.358,24.0,20.2,21.24,666.0,396.9,13.3
18.1,6.38,1.3861,24.0,20.2,23.69,666.0,396.9,13.1
18.1,6.223,1.3861,24.0,20.2,21.78,666.0,393.74,10.2
18.1,6.968,1.4165,24.0,20.2,17.21,666.0,396.9,10.4
18.1,6.545,1.5192,24.0,20.2,21.08,666.0,396.9,10.9
18.1,5.536,1.5804,24.0,20.2,23.6,666.0,396.9,11.3
18.1,5.52,1.5331,24.0,20.2,24.56,666.0,396.9,12.3
18.1,4.368,1.4395,24.0,20.2,30.63,666.0,285.83,8.8
18.1,5.277,1.4261,24.0,20.2,30.81,666.0,396.9,7.2
18.1,4.652,1.4672,24.0,20.2,28.28,666.0,396.9,10.5
18.1,5.0,1.5184,24.0,20.2,31.99,666.0,396.9,7.4
18.1,4.88,1.5895,24.0,20.2,30.62,666.0,372.92,10.2
18.1,5.39,1.7281,24.0,20.2,20.85,666.0,396.9,11.5
18.1,5.713,1.9265,24.0,20.2,17.11,666.0,394.43,15.1
18.1,6.051,2.1678,24.0,20.2,18.76,666.0,378.38,23.2
18.1,5.036,1.77,24.0,20.2,25.68,666.0,396.9,9.7
18.1,6.193,1.7912,24.0,20.2,15.17,666.0,396.9,13.8
18.1,5.887,1.7821,24.0,20.2,16.35,666.0,396.9,12.7
18.1,6.471,1.7257,24.0,20.2,17.12,666.0,391.98,13.1
18.1,6.405,1.6768,24.0,20.2,19.37,666.0,396.9,12.5
18.1,5.747,1.6334,24.0,20.2,19.92,666.0,393.1,8.5
18.1,5.453,1.4896,24.0,20.2,30.59,666.0,396.9,5.0
18.1,5.852,1.5004,24.0,20.2,29.97,666.0,338.16,6.3
18.1,5.987,1.5888,24.0,20.2,26.77,666.0,396.9,5.6
18.1,6.343,1.5741,24.0,20.2,20.32,666.0,396.9,7.2
18.1,6.404,1.639,24.0,20.2,20.31,666.0,376.11,12.1
18.1,5.349,1.7028,24.0,20.2,19.77,666.0,396.9,8.3
18.1,5.531,1.6074,24.0,20.2,27.38,666.0,329.46,8.5
18.1,5.683,1.4254,24.0,20.2,22.98,666.0,384.97,5.0
18.1,4.138,1.1781,24.0,20.2,23.34,666.0,370.22,11.9
18.1,5.608,1.2852,24.0,20.2,12.13,666.0,332.09,27.9
18.1,5.617,1.4547,24.0,20.2,26.4,666.0,314.64,17.2
18.1,6.852,1.4655,24.0,20.2,19.78,666.0,179.36,27.5
18.1,5.757,1.413,24.0,20.2,10.11,666.0,2.6,15.0
18.1,6.657,1.5275,24.0,20.2,21.22,666.0,35.05,17.2
18.1,4.628,1.5539,24.0,20.2,34.37,666.0,28.79,17.9
18.1,5.155,1.5894,24.0,20.2,20.08,666.0,210.97,16.3
18.1,4.519,1.6582,24.0,20.2,36.98,666.0,88.27,7.0
18.1,6.434,1.8347,24.0,20.2,29.05,666.0,27.25,7.2
18.1,6.782,1.8195,24.0,20.2,25.79,666.0,21.57,7.5
18.1,5.304,1.6475,24.0,20.2,26.64,666.0,127.36,10.4
18.1,5.957,1.8026,24.0,20.2,20.62,666.0,16.45,8.8
18.1,6.824,1.794,24.0,20.2,22.74,666.0,48.45,8.4
18.1,6.411,1.8589,24.0,20.2,15.02,666.0,318.75,16.7
18.1,6.006,1.8746,24.0,20.2,15.7,666.0,319.98,14.2
18.1,5.648,1.9512,24.0,20.2,14.1,666.0,291.55,20.8
18.1,6.103,2.0218,24.0,20.2,23.29,666.0,2.52,13.4
18.1,5.565,2.0635,24.0,20.2,17.16,666.0,3.65,11.7
18.1,5.896,1.9096,24.0,20.2,24.39,666.0,7.68,8.3
18.1,5.837,1.9976,24.0,20.2,15.69,666.0,24.65,10.2
18.1,6.202,1.8629,24.0,20.2,14.52,666.0,18.82,10.9
18.1,6.193,1.9356,24.0,20.2,21.52,666.0,96.73,11.0
18.1,6.38,1.9682,24.0,20.2,24.08,666.0,60.72,9.5
18.1,6.348,2.0527,24.0,20.2,17.64,666.0,83.45,14.5
18.1,6.833,2.0882,24.0,20.2,19.69,666.0,81.33,14.1
18.1,6.425,2.2004,24.0,20.2,12.03,666.0,97.95,16.1
18.1,6.436,2.3158,24.0,20.2,16.22,666.0,100.19,14.3
18.1,6.208,2.2222,24.0,20.2,15.17,666.0,100.63,11.7
18.1,6.629,2.1247,24.0,20.2,23.27,666.0,109.85,13.4
18.1,6.461,2.0026,24.0,20.2,18.05,666.0,27.49,9.6
18.1,6.152,1.9142,24.0,20.2,26.45,666.0,9.32,8.7
18.1,5.935,1.8206,24.0,20.2,34.02,666.0,68.95,8.4
18.1,5.627,1.8172,24.0,20.2,22.88,666.0,396.9,12.8
18.1,5.818,1.8662,24.0,20.2,22.11,666.0,391.45,10.5
18.1,6.406,2.0651,24.0,20.2,19.52,666.0,385.96,17.1
18.1,6.219,2.0048,24.0,20.2,16.59,666.0,395.69,18.4
18.1,6.485,1.9784,24.0,20.2,18.85,666.0,386.73,15.4
18.1,5.854,1.8956,24.0,20.2,23.79,666.0,240.52,10.8
18.1,6.459,1.9879,24.0,20.2,23.98,666.0,43.06,11.8
18.1,6.341,2.072,24.0,20.2,17.79,666.0,318.01,14.9
18.1,6.251,2.198,24.0,20.2,16.44,666.0,388.52,12.6
18.1,6.185,2.2616,24.0,20.2,18.13,666.0,396.9,14.1
18.1,6.417,2.185,24.0,20.2,19.31,666.0,304.21,13.0
18.1,6.749,2.3236,24.0,20.2,17.44,666.0,0.32,13.4
18.1,6.655,2.3552,24.0,20.2,17.73,666.0,355.29,15.2
18.1,6.297,2.3682,24.0,20.2,17.27,666.0,385.09,16.1
18.1,7.393,2.4527,24.0,20.2,16.74,666.0,375.87,17.8
18.1,6.728,2.4961,24.0,20.2,18.71,666.0,6.68,14.9
18.1,6.525,2.4358,24.0,20.2,18.13,666.0,50.92,14.1
18.1,5.976,2.5806,24.0,20.2,19.01,666.0,10.48,12.7
18.1,5.936,2.7792,24.0,20.2,16.94,666.0,3.5,13.5
18.1,6.301,2.7831,24.0,20.2,16.23,666.0,272.21,14.9
18.1,6.081,2.7175,24.0,20.2,14.7,666.0,396.9,20.0
18.1,6.701,2.5975,24.0,20.2,16.42,666.0,255.23,16.4
18.1,6.376,2.5671,24.0,20.2,14.65,666.0,391.43,17.7
18.1,6.317,2.7344,24.0,20.2,13.99,666.0,396.9,19.5
18.1,6.513,2.8016,24.0,20.2,10.29,666.0,393.82,20.2
18.1,6.209,2.9634,24.0,20.2,13.22,666.0,396.9,21.4
18.1,5.759,3.0665,24.0,20.2,14.13,666.0,334.4,19.9
18.1,5.952,2.8715,24.0,20.2,17.15,666.0,22.01,19.0
18.1,6.003,2.5403,24.0,20.2,21.32,666.0,331.29,19.1
18.1,5.926,2.9084,24.0,20.2,18.13,666.0,368.74,19.1
18.1,5.713,2.8237,24.0,20.2,14.76,666.0,396.9,20.1
18.1,6.167,3.0334,24.0,20.2,16.29,666.0,396.9,19.9
18.1,6.229,3.0993,24.0,20.2,12.87,666.0,395.33,19.6
18.1,6.437,2.8965,24.0,20.2,14.36,666.0,393.37,23.2
18.1,6.98,2.5329,24.0,20.2,11.66,666.0,374.68,29.8
18.1,5.427,2.4298,24.0,20.2,18.14,666.0,352.58,13.8
18.1,6.162,2.206,24.0,20.2,24.1,666.0,302.76,13.3
18.1,6.484,2.3053,24.0,20.2,18.68,666.0,396.21,16.7
18.1,5.304,2.1007,24.0,20.2,24.91,666.0,349.48,12.0
18.1,6.185,2.1705,24.0,20.2,18.03,666.0,379.7,14.6
18.1,6.229,1.9512,24.0,20.2,13.11,666.0,383.32,21.4
18.1,6.242,3.4242,24.0,20.2,10.74,666.0,396.9,23.0
18.1,6.75,3.3317,24.0,20.2,7.74,666.0,393.07,23.7
18.1,7.061,3.4106,24.0,20.2,7.01,666.0,395.28,25.0
18.1,5.762,4.0983,24.0,20.2,10.42,666.0,392.92,21.8
18.1,5.871,3.724,24.0,20.2,13.34,666.0,370.73,20.6
18.1,6.312,3.9917,24.0,20.2,10.58,666.0,388.62,21.2
18.1,6.114,3.5459,24.0,20.2,14.98,666.0,392.68,19.1
18.1,5.905,3.1523,24.0,20.2,11.45,666.0,388.22,20.6
27.74,5.454,1.8209,4.0,20.1,18.06,711.0,395.09,15.2
27.74,5.414,1.7554,4.0,20.1,23.97,711.0,344.05,7.0
27.74,5.093,1.8226,4.0,20.1,29.68,711.0,318.43,8.1
27.74,5.983,1.8681,4.0,20.1,18.07,711.0,390.11,13.6
27.74,5.983,2.1099,4.0,20.1,13.35,711.0,396.9,20.1
9.69,5.707,2.3817,6.0,19.2,12.01,391.0,396.9,21.8
9.69,5.926,2.3817,6.0,19.2,13.59,391.0,396.9,24.5
9.69,5.67,2.7986,6.0,19.2,17.6,391.0,393.29,23.1
9.69,5.39,2.7986,6.0,19.2,21.14,391.0,396.9,19.7
9.69,5.794,2.8927,6.0,19.2,14.1,391.0,396.9,18.3
9.69,6.019,2.4091,6.0,19.2,12.92,391.0,396.9,21.2
9.69,5.569,2.3999,6.0,19.2,15.1,391.0,395.77,17.5
9.69,6.027,2.4982,6.0,19.2,14.33,391.0,396.9,16.8
11.93,6.593,2.4786,1.0,21.0,9.67,273.0,391.99,22.4
11.93,6.12,2.2875,1.0,21.0,9.08,273.0,396.9,20.6
11.93,6.976,2.1675,1.0,21.0,5.64,273.0,396.9,23.9
11.93,6.794,2.3889,1.0,21.0,6.48,273.0,393.45,22.0
11.93,6.03,2.505,1.0,21.0,7.88,273.0,396.9,11.9
